"Sample_ID","Mean_FD_Power"
"18019768656553562658",0.12745
"18035342661747732940",0.042971
"1803542847423080281",0.1059
"18055932289587242864",0.14966
"18063639539130779536",0.39411
"18075915411734877189",0.09301
"1807941278723433237",0.17023
"18101364107927629918",0.065886
"18104779687429693616",0.10357
"18113750338853362988",0.17793
"18122490951819281638",0.10922
"18132103494187136848",0.11136
"18146476245136364756",0.0972
"18171287181557175972",0.070277
"18173493221427852567",0.14467
"18180549237031963932",0.5169
"1820477290491858272",0.13693
"18235732320380963114",0.20449
"18240361524600448474",0.049041
"1825548194256448448",0.17559
"18281983803382534746",0.13462
"18290021922236307117",0.35763
"18302400971533951070",0.21779
"18328535879330758438",0.25922
"18366111874396028328",0.14349
"18371117375609989077",0.30908
"18393885238183268886",0.17385
"18397483552669111857",0.063735
"18403725027774688438",1.0885
"18405996504862694428",0.10613
"18437859856385194816",0.13929
"1857579708700933169",0.22628
"1858664831471882229",0.22055
"1859391152352587238",0.10588
"1871465266881963310",0.15255
"1879255987392061313",0.20556
"1880705316063214854",0.26344
"1882738856315417770",0.11466
"1884751641964538852",0.48422
"1889744164464059464",0.08496
"1914812640147432297",0.24891
"1923397579467120711",0.060477
"1924621562516530754",0.35436
"1932355398536124106",0.068247
"196082714551372135",0.089214
"1980606409004075438",0.20319
"2009827934598618092",0.22637
"2044209019866151021",0.070334
"2073000513801939621",0.12292
"2075464946598651150",0.23731
"2085832085115228732",0.16026
"2109922784831529777",0.10298
"2114814162650213434",0.12555
"2123941519268515521",0.24402
"2134738113353693774",0.4245
"2167379964152488645",0.14091
"2187702261270761837",0.068348
"2227370521963332264",0.38619
"2231006770023620662",0.10077
"2233334184451076125",0.21713
"2242507443154115452",0.1001
"2263593867905829219",0.10653
"2279061886510106908",0.098351
"228103336523884890",0.077472
"2283717901493014116",0.42474
"2300805140061074030",0.086993
"2315057017472731342",0.11906
"2317819236790284304",0.34912
"2326652670687941403",0.15087
"2336251797641548628",0.065101
"2343054830914355262",0.73347
"2344024426504472657",0.056549
"2369282181808404088",0.061598
"2394186925037064538",0.35978
"2399646234768175156",0.067961
"2406419936294273409",0.16543
"2408274791111112164",0.16946
"2408864025719113121",0.11767
"2414547993821364730",0.28841
"2415837269272156932",0.24538
"2456139843625144231",0.27108
"2463759577176454720",0.10777
"2485089019298266510",0.11049
"248824992671445332",0.077076
"251834434659678369",0.24846
"2518641191831587237",0.17847
"2554088765836084571",0.36607
"256198919086927427",0.87493
"2617815407501887195",0.36325
"2624705654989531752",0.23213
"269039526764629925",0.52736
"2691647632292406329",0.26061
"2693603107819512949",0.11534
"2702753790721716253",0.13313
"2733830780932157862",0.14629
"2737920167371076814",0.15633
"2748256255182844615",0.092296
"2762108278133022943",0.29241
"2762703472005704438",0.077674
"2769532208825207419",0.27215
"284170059197533140",0.23008
"2848232240603600516",0.17583
"2850594468700593089",0.71902
"2862249079673659391",0.3208
"2870676334677556774",0.32905
"2933257288562036872",0.08343
"294052706044479702",0.14153
"2960353983491019679",0.22145
"2974448046795062048",0.1667
"2982121349972811953",0.14517
"2984419316412666367",0.46699
"298792090943739510",0.11925
"2992751544752371711",0.22936
"2994108393674473882",0.13634
"300052118340976801",0.095312
"3007566657137527781",0.11512
"3017099803692806696",0.15737
"3087451564923430984",0.051739
"3089431205773012626",0.39077
"3093356110411251256",0.084559
"3108202319643550108",0.2317
"3109665849282120019",0.24275
"3114133745367707807",0.087001
"3118750038145878339",0.14438
"3122899686894485050",0.2498
"3176399143258036580",1.2489
"3184866547834896309",0.18466
"3201399839310119516",0.52694
"3222058787737503720",0.063904
"3270262061927851157",0.078151
"3297906047104073657",0.054092
"3317279857002955845",0.063792
"3327017312786464064",0.212
"3337178800523935862",0.1713
"3340364108295278937",0.095249
"3364020328875844778",0.33642
"3369213453014636420",0.10764
"3378494873181969516",0.19185
"3391511647078492056",0.067999
"3458008925242802143",0.12622
"3460987127454898743",0.96942
"3496902480040228612",0.32236
"3505894093389199460",0.083621
"3509120345896469917",0.086961
"3513534968964187215",0.24934
"3513933557952946815",0.068799
"351487142570752827",0.071194
"3516669958732359420",0.13974
"3542597823009137692",0.16544
"3545582425480585891",0.083533
"3573738674348564622",0.12072
"3576409301338760838",0.37201
"3579368566355607855",0.098681
"3584113492361980248",0.17479
"3585471260544987118",0.060711
"3603113671771683597",0.1133
"361031530684211431",0.076071
"3611483257613201807",0.22459
"3621991204108589830",0.13122
"3626914921880587495",0.46747
"363074685980129823",0.060818
"3640469236459669754",0.097839
"3650638300634038019",0.35549
"365629336453812560",0.13866
"3671991478170505756",0.09019
"370214350040667064",0.38221
"3704565659783365872",0.16353
"372219183039998899",0.54593
"3725552275372014287",0.084951
"3771596312819714195",0.25315
"3792180006359000357",0.088457
"3806042026174799837",0.18297
"3827987384695963556",0.31682
"3862410895660002508",0.064355
"3870403298433180000",0.27583
"3888947644007907675",0.096849
"3891272232075253820",0.31973
"3946474157495652167",0.11423
"3961216805532032575",0.10227
"3985124960683880679",0.1793
"4014833456671053006",1.4973
"4084002381481689753",0.10354
"4160044592169746156",0.18235
"4172594266248532036",0.2084
"4206732089161139412",0.31091
"4221023024816128892",0.27488
"4241755090739485723",0.32614
"4245604412488878099",0.22053
"426449879371321663",0.25672
"4278808432363072553",0.14836
"4285470161618003859",0.19888
"4294894720990168430",0.072053
"4306639244415147701",0.084799
"4307499562891275239",0.10709
"4329599790196634731",0.056054
"4348677596815998991",0.1659
"4357780627514484739",0.12689
"4364191064269358583",0.08033
"4370792535830717457",0.089016
"4371497889900956059",0.15625
"4379505609203128367",0.061179
"4379983551161442166",0.69192
"44072936719174199",0.30467
"4425198707776324792",0.12896
"4482327643856182210",0.07327
"4532784743007266885",0.11615
"45361995158659835",0.065427
"4538417747832911179",0.41202
"455827997814293933",0.21428
"4567818491565151125",0.054361
"4596208384339674240",0.14641
"4599720236248679749",0.11149
"4626383569428654746",0.18376
"4631783487108018048",0.23285
"4637383016146861464",0.25701
"4675425126404211393",0.24939
"4689362523556545016",0.043634
"4699234509742506094",0.1917
"4777943871255629198",0.14353
"4797176508342180686",0.10548
"4816912088463386674",0.16
"4836884284041235506",0.15009
"4837735141177056404",0.059631
"4847451923604949918",0.040814
"4858902521060915688",0.10458
"4875839994598447407",0.069671
"4882067892161576702",0.28098
"4888166104500743672",0.87161
"4910959028544759505",0.11232
"4912475425762272856",0.2719
"4923641484665289874",0.13027
"4924341834428704829",0.2254
"4929524216214633013",0.317
"4965314060626382208",0.22625
"4968036937982205901",0.32493
"4975299443351733681",0.10559
"4987511920106172051",0.89874
"4994118606646676196",0.2074
"5029963332431745146",0.13516
"5036600661146828759",0.21831
"5044995550731398996",0.31146
"5048127647166127674",0.10833
"50730134544570589",0.88273
"5083793847708805984",0.122
"5124219640041861254",0.2272
"5135222473850637329",0.065319
"5136280426951295269",0.20082
"5142083837557032413",0.39681
"5161212630604141897",0.57114
"516929450283253402",0.1152
"5174041730092253771",0.10583
"5181409268393785348",0.53065
"5191990961794412721",0.078282
"521919601669803822",0.20008
"5223586935043372260",0.14594
"5255882058047687599",0.16527
"5272871305284831646",0.11423
"5321826171820027980",0.21105
"5326975539814671222",0.099219
"5334925531938239464",0.064689
"5385652776566995070",0.1849
"5401026837067263159",0.10875
"5431062140988025161",0.16957
"5433806549140975356",0.31306
"543790797367970451",0.18099
"5444923917587630814",0.20941
"5445477123871287750",0.071254
"5457805595750610367",0.32245
"5459313553394816302",0.070683
"5487466514779843234",0.67578
"5495577679125537512",0.16058
"5517476480137144098",0.28327
"5518887885071435992",0.14252
"5529372316938212993",0.1035
"5537931901371223178",0.19681
"554015374340136705",0.075546
"5546709431056127728",0.20059
"5555106242009096880",0.094114
"5643670941656456414",0.12979
"5684605679388724953",0.16488
"5693539675787062059",0.14663
"5704125962769648682",0.1315
"5724612581354152724",0.085662
"5733618198342093879",0.80486
"5760104758081754062",0.08677
"5761045981393820928",0.062198
"5767722544222645141",0.099844
"5771261091775362099",0.15671
"5778983720102490445",0.12874
"5790537972782282701",0.12067
"5794780923039676232",0.10784
"5796459677030456908",0.11991
"5803076678686249603",0.21636
"5811273726324091004",0.26403
"5870376692680782500",0.1977
"5892354546395887136",0.13796
"5987001014529477213",0.11436
"5991656024932720740",0.050611
"5997191568906142936",0.056852
"5999302237839232888",0.16256
"6010266638732097202",0.454
"6025747022351864597",0.15798
"6040938484430686222",0.27391
"6058775108472220426",0.24772
"6080830720100649211",0.10737
"6090835997529942594",0.4253
"6094909099078587603",0.27549
"6095066000673027657",0.36933
"6130609499310845676",0.1454
"6131254337989152411",0.21067
"6145842518691768371",0.089124
"6155063771502100889",0.14102
"6163521666085811695",0.16069
"6188401785713441824",0.89384
"6204830900434343911",0.080768
"620906231736206289",0.18822
"6218057704107922313",0.074745
"6255205192149866958",0.98765
"6263197941012798825",0.058486
"6267682469576537535",0.080634
"6280661322169609371",0.089588
"6300603056479498876",0.14373
"6317812206335483098",0.15998
"6358108760422487788",0.084173
"6362958275326218968",0.16936
"6370319003065953838",0.24229
"6376551443264196245",0.19782
"6394246351639843062",0.1609
"6395171304176082067",0.6486
"6403408858296936227",0.10995
"6414993795562135047",0.47503
"6418624291147899322",0.056044
"6419879768379329576",0.14272
"6421633396373790182",0.069682
"6448911571379924188",0.29791
"6467427504111635176",0.15591
"6486385878325245147",0.1378
"6489808399423778465",0.2063
"653475140826696528",0.25313
"6561612642153367159",0.26113
"6575934165114237918",0.12093
"6583016164810147536",0.088905
"6590350573964737548",0.078798
"6596798199469944515",0.31969
"659743082602600608",0.098885
"6600435568083717040",0.19216
"6605361059954916479",0.14014
"6622020218512305844",0.057068
"6647886633190745670",0.60271
"665318638634648176",0.17494
"666057302908038508",0.067162
"6681661465243420740",0.35477
"6686822476418381335",0.22034
"6694482211121983800",0.047087
"6755910895454622152",0.10099
"6759849391661692909",0.085395
"677768218222950019",0.40596
"6789702224743688231",0.08844
"6793222155716860066",0.13257
"6802548046844199874",0.172
"680469699132304666",0.14808
"6824280859585535178",0.18353
"6837177231373369835",0.12693
"6875085727954636821",0.4735
"6883991195173557452",0.15577
"6890126816385034846",0.14953
"6915251651395264326",0.052997
"693045477348321906",0.17311
"693879587009928611",0.1328
"6939684295674659919",0.33412
"6939725046234166262",0.10424
"6941208240728369598",0.20757
"6941346962720199636",0.23886
"694522659184750393",0.22065
"6948507320188267042",0.090071
"6962649006254922741",0.062568
"6974645403127461191",0.22165
"6979149163734606800",0.35388
"7017352593478100735",0.13669
"704545366374062239",0.29295
"7047418318773167608",0.2977
"705955639423368011",0.23247
"7088512102470210541",0.43424
"7090278327460271496",0.35485
"7092141909937269958",0.18279
"709437793726247683",0.35891
"710332206452811913",0.14059
"7108231313682110967",0.17385
"7111506141037153650",0.11549
"712520538022056786",0.17115
"712641811774695333",0.12819
"7141787984540246693",0.23584
"7142066056384599105",0.071357
"7163958461507484724",0.15754
"71707139186785067",0.16026
"7179331416123524154",0.11623
"7180174020563566958",0.12664
"7193465023915093220",0.073352
"7196345648112412157",0.14542
"7205717470193619936",0.14372
"7210917338699122248",0.055767
"7223236323395509661",0.43608
"723076768831440659",0.19381
"7236896185856005487",0.26071
"7237403355652569063",0.15276
"7242051816205579692",0.16029
"7248092980559877080",0.47623
"7259290671581276823",2.0998
"7284658077438998645",0.36642
"7291861476551938439",0.21077
"7295963129506734424",0.23288
"7297788469305231338",0.13779
"7299511772640352337",0.18544
"731324477286086739",0.14632
"7349257507387686120",0.10115
"7349639245751618420",0.24784
"7384814230083574260",0.083324
"7394183015984155601",0.34641
"7397505652909365120",0.14541
"7408981410450172238",0.053368
"7410127052127616363",0.064105
"741171891020402593",0.10764
"7424332414628877016",0.25759
"7437233119762538959",0.26228
"7466150067722601755",0.04926
"748076004563486788",0.11608
"7497336720738382888",0.19618
"7559463343539100369",0.055735
"757341298860414893",0.23465
"7588692838816715876",0.1934
"7601951803842575252",0.055731
"7625048414513408910",0.15975
"7633670766676663075",0.16198
"7634594865864939269",0.12463
"7643199759602744603",0.12384
"7647960359022394707",0.07517
"7662432302880546717",0.20374
"7691059079374080614",0.21565
"7695359884351311651",0.079125
"7703382901071148395",0.25556
"7706754023990004085",0.13948
"7715301840923971479",0.064885
"7775746669532535533",0.16534
"7789126193351344754",0.064857
"7808973240493555703",0.091329
"7812338356484742683",0.18697
"7817357885643432339",0.090459
"7818758331612680128",0.081448
"7842487878439389006",0.065545
"7874028805521774801",0.14151
"7874498584216048106",0.15617
"7891970636269676378",0.14676
